4.2803805,1.923633,0.867342,1.554914
16.95301,11.75348,3.243309,3.538198
9.070060125,3.251325575,2.972291,2.38996525
8.529818625,3.595758,3.701374375,2.11079225
3.86967,3.004579,2.35932,1.4022025
6.642847,4.069859,4.060901,4.50141
7.381541125,4.849438875,3.9785115,3.33753925
5.70552475,4.512302825,3.0536295,2.2889878875
1.317529,2.1928545,2.2592535,3.1454575
9.220284,5.547572,3.317118,6.065219
6.207668,6.0378925,4.15080525,3.023767
5.08886925,4.339551,4.628315625,3.2575605
4.0249215,2.5768675,1.300738,1.623129
8.576299,8.645294,3.357939,2.768127
3.3415055,4.726371375,3.179115575,1.7761807375
3.299659,3.707838875,4.2478688625,1.903549325
4.4561235,4.601643,2.3293385,
9.002918,8.891509,4.309965,
6.817599375,4.380987,2.6522025375,
8.455383125,5.540681,2.95349675,
,1.390942,2.187007,
,4.142436,8.903512,
,4.69978675,4.778646875,
,4.160006,4.583976,
